doi,cleaned_feature
10.1137/16M1062089,low rank tensor recovery using sequentially optimal modal projection iterative hard thresholding sempiht siam scientific computing society industrial applied mathematics siam
10.1103/PhysRevB.95.241306,demonstrating decoupling regime electron phonon interaction quantum dot using chirped optical excitation physical b american physical society aps
10.1109/TAC.2017.2726179,riccati observer nonstationary pnp problem ieee transaction automatic control institute electrical electronics engineer ieee
10.1103/PhysRevLett.119.010503,phase tuned entangled state generation distant spin qubits physical letter american physical society aps
10.1142/S0217751X17501184,massive loop thermal su yang mill theory radiative correction pressure beyond two loop international modern physic world scientific pub co pte ltd
10.1016/S1957-2557(17)30078-0,perturbateurs endocriniens responsabilites l obesite diabete type medecine malady metaboliques elsevier bv
10.1103/PhysRevD.95.042003,sky search short gravitational wave burst first advanced ligo run physical american physical society aps
10.3917/reco.684.0695,recherche signification perdue paradoxe allais revue economique cairn
10.1103/PhysRevD.95.122003,search gravitational wave scorpius x first advanced ligo observing run hidden markov model physical american physical society aps
10.1007/JHEP07(2017)054,search relativistic magnetic monopoles five year antares detector data high energy physic springer science business medium llc
10.1016/S1672-6529(16)60412-2,nanoparticles covered surface post functionalization aromatic group obtain parahydrophobic surface high water adhesion petal effect bionic engineering elsevier bv
10.3727/105221617X695519,animal model alcoholic liver disease pathogenesis clinical relevance gene expression cognizant llc
10.1109/ISBI.2017.7950460,high density molecule localization super resolution microscopy using cel based sparse approximation ieee th international symposium biomedical imaging isbi institute electrical electronics engineer ieee
10.1103/PhysRevD.95.063015,systematic study stochastic gravitational wave background due stellar core collapse physical american physical society aps
10.1109/TSP.2017.2725219,wideband multiple diversity tensor array processing ieee transaction signal processing institute electrical electronics engineer ieee
10.1093/gji/ggw374,exploring uncertainty range coseismic stress drop estimation large earthquake using finite fault inversion geophysical international oxford university press oup
10.1364/OE.25.017753,demonstration efficient photonic based astronomical spectrograph telescope optic express optical society
10.1109/ISBI.2017.7950554,coherent temporal extrapolation labeled image ieee th international symposium biomedical imaging isbi institute electrical electronics engineer ieee
10.1523/JNEUROSCI.3775-16.2017,x linked intellectual disability protein il rapl regulates dendrite complexity neuroscience society neuroscience
10.1109/MNET.2017.1600203,routing large scale advance challenge complex network ieee network institute electrical electronics engineer ieee
10.1109/ICMTS.2017.7954274,high voltage mosfets integration advanced cmos technology characterization thick gate oxide incorporating high k metal gate stack logic core process international conference microelectronic test structure icmts institute electrical electronics engineer ieee
10.1109/ACCESS.2017.2716105,probabilistic model toward controlling smart environment ieee access institute electrical electronics engineer ieee
10.1103/PhysRevA.96.013803,dynamic threshold mesoscale laser physical american physical society aps
10.1364/AO.56.006272,optical turbulence confined medium part ii first result using intense instrument applied optic optical society
10.37236/6632,total acquisition number random geometric graph electronic combinatorics electronic combinatorics
10.1364/OL.42.003000,extreme event induced collision forced semiconductor laser optic letter optical society
10.1103/PhysRevLett.119.054102,chaos predictability homogeneous isotropic turbulence physical letter american physical society aps
10.1504/IJTM.2017.085695,using patent orchestrate ecosystem stability case french aerospace company international technology management inderscience publisher
10.1074/jbc.M117.776260,new long noncoding rna lncrna induced cutaneous squamous cell carcinoma regulates several anticancer cell differentiation gene mouse biological chemistry american society biochemistry molecular biology asbmb
10.1107/S1600576717008524,hybrid multiple diffraction semipolar wurtzite material bf overline oriented znmgo zno heterostructures illustration applied crystallography international union crystallography iucr
10.1109/RFIC.2017.7969021,sub thz source integrated low cost silicon photonic technology targeting gb wireless link ieee radio frequency integrated circuit symposium rfic institute electrical electronics engineer ieee
10.1103/PhysRevA.95.053865,population collective mode light scattering many atom physical american physical society aps
10.1103/PhysRevLett.119.033903,focusing inside disordered medium generalized wigner smith operator physical letter american physical society aps
10.12681/mms.1375,meiofaunal diversityand nematode assemblage two submarine cave mediterranean marine protected area mediterranean marine science national documentation centre ekt
10.3917/cpc.048.0021,crisophilie crisophobie recherche une organisation sante mentale cahiers psychologie clinique cairn
10.1103/PhysRevLett.119.033904,nonlocality induces chain nested dissipative soliton physical letter american physical society aps
